location,bhk,total_sqft,bath,price
Thanisandra,2.0,1148.0,2.0,43.5
Talaghattapura,3.0,1856.0,3.0,135.0
other,3.0,4273.0,3.0,1100.0
other,2.0,1060.0,2.0,49.27
Haralur Road,2.0,1300.0,2.0,60.0
Hormavu,4.0,3000.0,4.0,100.0
Bellandur,2.0,1325.0,2.0,65.0
other,2.0,1261.0,2.0,61.0
other,2.0,1100.0,2.0,46.0
Ramamurthy Nagar,2.0,700.0,2.0,33.0
7th Phase JP Nagar,3.0,1675.0,2.0,135.0
other,4.0,3400.0,4.0,190.0
Kodihalli,4.0,3260.0,5.0,388.0
other,2.0,1180.0,2.0,56.0
Uttarahalli,2.0,1160.0,2.0,45.0
Kasavanhalli,4.0,1863.0,3.0,105.0
Sahakara Nagar,3.0,1914.0,3.0,149.0
BTM Layout,3.0,1458.0,3.0,79.0
Babusapalaya,2.0,1105.0,2.0,40.0
Hulimavu,3.0,3035.0,5.0,220.0
Akshaya Nagar,3.0,1662.0,3.0,90.0
Yelahanka,3.0,1556.0,3.0,86.0
Jigani,2.0,918.0,2.0,50.0
Sarjapur  Road,3.0,1455.0,2.0,98.0
other,2.0,1205.0,2.0,70.0
BEML Layout,2.0,1194.0,2.0,65.0
Laggere,2.0,1200.0,2.0,75.0
Bannerghatta Road,3.0,1100.0,2.0,52.0
Sarjapur  Road,3.0,1405.0,3.0,48.87
Subramanyapura,2.0,929.0,2.0,56.0
Frazer Town,4.0,3436.0,5.0,341.0
7th Phase JP Nagar,2.0,1035.0,2.0,39.33
8th Phase JP Nagar,4.0,2100.0,4.0,92.0
Channasandra,2.0,1065.0,2.0,40.47
Bannerghatta Road,3.0,1532.0,3.0,84.29
Hormavu,2.0,1093.0,2.0,32.78
Anandapura,2.0,1250.0,2.0,45.0
Marathahalli,3.0,1680.0,3.0,105.0
Nagarbhavi,2.0,1146.0,2.0,50.0
other,2.0,1250.0,2.0,58.0
Ramagondanahalli,3.0,1451.0,3.0,60.44
other,3.0,1424.0,2.0,55.0
Gottigere,3.0,1435.0,2.0,62.0
Devanahalli,1.0,658.0,1.0,26.91
Bommanahalli,3.0,1300.0,3.0,45.0
Whitefield,2.0,1242.0,2.0,65.0
Marathahalli,3.0,1910.0,3.0,119.0
Yelahanka,3.0,1610.0,4.0,85.0
Hulimavu,2.0,1127.0,2.0,65.0
Yelahanka,3.0,1075.0,2.0,42.0
Mysore Road,2.0,1155.0,2.0,51.0
other,3.0,1250.0,3.0,55.0
other,3.0,2200.0,4.0,160.0
Billekahalli,3.0,2400.0,3.0,150.0
Chandapura,2.0,876.0,2.0,29.5
Nagarbhavi,3.0,1850.0,2.0,89.0
Kadugodi,2.0,1314.0,2.0,83.0
Rachenahalli,1.0,690.0,1.0,39.8
Electronic City Phase II,4.0,3550.0,2.6926096474673513,167.5
other,2.0,1230.0,2.0,55.0
Bommasandra,2.0,920.0,2.0,37.2
Sarjapur  Road,3.0,1850.0,3.0,140.0
Electronic City,2.0,1073.0,2.0,60.0
other,3.0,1540.0,3.0,76.0
Kanakpura Road,3.0,1550.0,3.0,63.5
Kalyan nagar,2.0,1198.0,2.0,65.0
HBR Layout,3.0,1656.0,3.0,90.0
other,3.0,1900.0,3.0,155.0
Ramagondanahalli,3.0,1910.0,3.0,142.0
Mysore Road,2.0,1003.0,2.0,43.0
other,2.0,1559.6234104263974,2.0,48.0
Whitefield,3.0,1495.0,2.0,67.0
Thanisandra,3.0,2172.0,3.0,76.02
Sarakki Nagar,4.0,2400.0,4.0,358.0
other,2.0,1200.0,1.0,95.0
Whitefield,3.0,1548.0,3.0,65.0
Whitefield,4.0,2856.0,5.0,154.5
Hosur Road,3.0,1689.0,3.0,103.0
Electronic City Phase II,2.0,1031.0,2.0,53.0
Bhoganhalli,4.0,2119.0,4.0,111.0
Whitefield,2.0,1200.0,2.0,46.13
other,2.0,1060.0,2.0,37.0
other,2.0,1100.0,2.0,61.0
other,4.0,1350.0,4.0,225.0
Hennur Road,3.0,1250.0,2.0,77.88
other,2.0,1100.0,2.0,110.0
Whitefield,2.0,1200.0,2.0,46.13
Seegehalli,3.0,1420.0,2.0,46.0
Electronic City,3.0,1500.0,2.0,78.0
other,3.0,1942.0,3.0,155.0
Haralur Road,3.0,1985.0,3.0,130.0
Sarjapur  Road,1.0,950.0,1.0,39.9
other,3.0,1200.0,4.0,80.0
Green Glen Layout,3.0,1752.0,3.0,105.0
Abbigere,4.0,1200.0,3.0,120.0
Old Madras Road,3.0,1480.0,2.0,84.0
other,3.0,600.0,4.0,81.0
Sarjapur  Road,3.0,1826.0,3.0,130.0
8th Phase JP Nagar,2.0,1035.0,2.0,39.33
Sarjapur  Road,4.0,2600.0,4.0,98.0
Kasavanhalli,3.0,1667.0,3.0,92.0
Thanisandra,2.0,934.0,2.0,55.0
JP Nagar,3.0,1559.6234104263974,3.0,69.34
Mahadevpura,3.0,1620.0,2.0,76.0
Electronic City,2.0,1070.0,2.0,47.0
Uttarahalli,3.0,1280.0,2.0,60.0
other,2.0,1400.0,2.0,60.0
other,2.0,1330.0,2.0,64.0
Balagere,2.0,1012.0,2.0,54.59
Electronic City Phase II,3.0,1611.0,2.0,48.33
Whitefield,3.0,1405.0,3.0,58.0
other,3.0,1515.0,3.0,90.0
Thigalarapalya,3.0,1830.0,4.0,150.0
Kaggadasapura,3.0,1710.0,3.0,60.0
BTM Layout,2.0,935.0,2.0,51.5
Jakkur,3.0,2197.0,3.0,136.0
TC Palaya,4.0,600.0,4.0,65.0
Yeshwanthpur,3.0,1678.0,3.0,92.13
Brookefield,3.0,1410.0,2.0,80.0
Jakkur,2.0,1125.0,2.0,65.0
Magadi Road,3.0,1191.0,2.0,55.38
Thubarahalli,2.0,1200.0,2.0,79.0
CV Raman Nagar,3.0,1525.0,2.0,67.0
other,3.0,1464.0,3.0,56.0
Seegehalli,2.0,920.0,2.0,27.0
Yelahanka,1.0,651.0,1.0,17.5
Chikkabanavar,2.0,600.0,1.0,25.0
Chandapura,1.0,645.0,1.0,16.45
Thanisandra,2.0,1185.0,2.0,44.0
Electronics City Phase 1,2.0,1190.0,2.0,68.0
other,2.0,1559.6234104263974,2.0,200.0
Whitefield,4.0,2856.0,5.0,158.5
Whitefield,2.0,1355.0,2.0,73.0
KR Puram,2.0,1200.0,1.0,65.0
Kundalahalli,4.0,7000.0,4.0,550.0
Yelahanka New Town,1.0,500.0,2.0,24.0
Bommasandra Industrial Area,3.0,1250.0,3.0,50.0
Uttarahalli,3.0,1480.0,2.0,58.0
Ambalipura,4.0,3300.0,4.0,329.0
KR Puram,3.0,1583.0,2.6926096474673513,70.445
other,2.0,1206.0,2.0,53.0
Rajaji Nagar,2.0,1357.0,2.0,130.0
Hosakerehalli,2.0,925.0,2.0,46.5
8th Phase JP Nagar,2.0,909.0,2.0,40.9
Seegehalli,3.0,3000.0,5.0,335.0
Brookefield,2.0,1100.0,2.0,55.0
Malleshwaram,4.0,3000.0,5.0,815.0
Vidyaranyapura,2.0,1100.0,2.0,54.0
Subramanyapura,2.0,975.0,2.0,65.0
Raja Rajeshwari Nagar,2.0,1306.0,2.0,44.17
other,4.0,1200.0,4.0,95.0
Kalena Agrahara,1.0,610.0,1.0,39.0
Yelahanka,3.0,1484.0,2.0,56.4
Ramamurthy Nagar,2.0,1125.0,2.0,47.0
Bhoganhalli,2.0,1447.0,2.0,75.97
Whitefield,4.0,2882.0,5.0,158.0
Vidyaranyapura,4.0,750.0,4.0,88.0
Kundalahalli,3.0,2075.0,3.0,115.0
other,2.0,1250.0,2.0,58.0
Horamavu Banaswadi,2.0,1272.0,2.0,51.5
Banashankari Stage II,4.0,1050.0,3.0,125.0
other,2.0,625.0,2.0,24.0
1st Phase JP Nagar,1.0,840.0,2.0,50.0
Hennur Road,4.0,2502.0,4.0,180.0
Rayasandra,1.0,583.0,1.0,26.9
other,2.0,900.0,2.0,27.0
Sarjapur  Road,2.0,1115.0,2.0,50.0
other,2.0,1464.0,2.0,56.0
Kanakapura,3.0,2200.0,3.0,121.0
Whitefield,1.0,750.0,1.0,51.0
Marathahalli,3.0,1600.0,3.0,58.0
Chikkalasandra,3.0,1365.0,2.0,49.0
other,3.0,1300.0,3.0,64.0
other,1.0,1200.0,1.0,69.0
Hormavu,2.0,1260.0,2.0,35.0
Electronics City Phase 1,2.0,1190.0,2.0,33.92
Hosakerehalli,3.0,2480.0,4.0,260.0
Vishwapriya Layout,3.0,1250.0,3.0,38.0
Kaggadasapura,3.0,1500.0,3.0,75.0
Banashankari Stage V,3.0,1510.0,3.0,47.57
7th Phase JP Nagar,2.0,1187.0,2.0,59.0
Kundalahalli,2.0,1120.0,2.0,53.76
Whitefield,2.0,1115.0,2.0,34.555
other,3.0,1717.0,3.0,99.0
other,3.0,2099.0,3.0,95.0
Kasturi Nagar,2.0,1100.0,2.0,58.0
other,1.0,1200.0,1.0,48.0
Bannerghatta Road,3.0,1465.0,2.0,45.87
Kothanur,1.0,1500.0,1.0,75.0
Haralur Road,3.0,1255.0,2.0,90.0
5th Phase JP Nagar,2.0,1220.0,2.0,88.0
Electronic City Phase II,2.0,1065.0,2.0,30.88
Sultan Palaya,3.0,1765.0,3.0,80.0
Bellandur,2.0,1281.0,2.0,87.0
Electronic City,2.0,1210.0,2.0,25.0
Kaggadasapura,2.0,1215.0,2.0,43.0
Ananth Nagar,4.0,1200.0,3.0,87.0
Mysore Road,2.0,1237.0,2.0,73.0
Lakshminarayana Pura,2.0,1300.0,2.0,70.0
Whitefield,2.0,1105.0,2.0,39.99
Chandapura,3.0,1505.0,2.0,42.0
Hebbal Kempapura,4.0,3900.0,5.0,310.0
Banashankari,2.0,1186.0,2.0,65.0
other,4.0,900.0,3.0,51.0
Kengeri,2.0,750.0,2.0,35.5
Varthur,2.0,1083.0,2.0,28.0
other,3.0,1430.0,2.0,78.65
Thanisandra,2.0,1056.0,2.0,68.0
other,3.0,2108.0,3.0,85.0
Banashankari,3.0,1650.0,3.0,101.0
Electronic City Phase II,3.0,1220.0,3.0,36.6
Rayasandra,2.0,1198.0,2.0,54.0
other,2.0,1190.0,2.0,70.0
other,2.0,900.0,2.0,41.0
other,4.0,2690.0,4.0,185.0
Kanakapura,2.0,1340.0,2.0,65.0
Bommenahalli,4.0,2940.0,3.0,2250.0
Whitefield,2.803743235117258,2324.0,2.6926096474673513,26.73
Yelahanka,2.0,1260.0,2.0,59.2
Talaghattapura,3.0,2254.0,3.0,153.0
Old Madras Road,3.0,2990.0,5.0,210.0
other,4.0,1800.0,5.0,250.0
JP Nagar,2.0,820.0,2.0,45.0
Electronic City,2.0,1296.0,2.0,65.0
Uttarahalli,2.0,1190.0,2.0,53.55
Whitefield,2.0,1173.0,2.0,77.0
Sarjapura - Attibele Road,3.0,1800.0,3.0,90.0
Yelahanka,2.0,1102.0,2.0,52.0
Sarjapur,2.0,913.0,2.0,36.0
Hormavu,3.0,1176.0,2.0,35.27
Prithvi Layout,3.0,1620.0,3.0,65.0
Billekahalli,3.0,2968.0,3.0,225.0
Yelahanka,2.0,1519.0,2.0,65.0
Hosur Road,2.0,1345.0,2.0,106.0
other,3.0,1594.0,3.0,99.0
other,2.0,1250.0,2.0,68.0
Haralur Road,2.0,1056.0,2.0,60.0
Whitefield,3.0,1200.0,3.0,68.4
other,2.0,1290.0,1.0,77.5
other,2.0,1150.0,2.0,48.0
other,2.0,1464.0,2.0,145.0
Anekal,4.0,1200.0,2.0,36.0
Gollarapalya Hosahalli,2.0,861.0,2.0,36.5
Kundalahalli,2.0,1047.0,2.0,82.62
other,2.0,1200.0,2.0,75.0
other,2.0,1065.0,2.0,45.0
Rajaji Nagar,3.0,2300.0,3.0,369.0
Ramamurthy Nagar,2.0,1000.0,2.0,62.0
Lingadheeranahalli,3.0,1682.0,3.0,113.0
Harlur,3.0,1756.0,3.0,131.0
other,4.0,1050.0,4.0,90.0
Vittasandra,2.0,1238.0,2.0,67.32
Dasanapura,2.0,814.0,2.0,42.0
Dodda Nekkundi,2.0,1145.0,2.0,46.5
Varthur,2.0,965.0,2.0,34.0
other,2.0,750.0,2.0,36.0
Banashankari,3.0,1300.0,2.0,55.0
1st Phase JP Nagar,3.0,1590.0,3.0,131.0
Begur Road,1.0,644.0,1.0,40.0
Whitefield,2.0,982.0,2.0,37.0
Indira Nagar,2.0,1260.0,2.0,100.0
Rayasandra,3.0,1555.0,3.0,75.17
other,4.0,2500.0,4.0,450.0
Kaggadasapura,2.0,1225.0,2.0,48.0
Electronics City Phase 1,2.0,1085.0,2.0,46.0
Rajaji Nagar,3.0,1640.0,3.0,220.0
Thanisandra,3.0,1595.0,3.0,110.0
Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.44
Yelahanka,3.0,1859.0,3.0,108.0
9th Phase JP Nagar,2.0,1079.0,2.0,60.0
Shivaji Nagar,2.0,550.0,1.0,27.0
Whitefield,2.0,1118.0,2.0,42.0
CV Raman Nagar,2.0,1198.0,2.0,60.0
Chandapura,3.0,1162.0,2.6926096474673513,30.215
Thigalarapalya,3.0,1830.0,4.0,135.0
Banashankari Stage VI,2.0,1160.0,2.0,59.0
other,3.0,1485.0,2.0,156.0
other,3.0,2070.0,3.0,135.0
Kannamangala,2.0,957.0,2.0,52.5
Bannerghatta Road,2.0,1268.0,2.0,69.0
Bannerghatta Road,3.0,1450.0,2.0,87.0
other,3.0,1600.0,2.0,75.0
Uttarahalli,3.0,1330.0,2.0,57.0
Jakkur,3.0,1355.0,2.0,65.0
Horamavu Banaswadi,2.0,1272.0,2.0,51.5
other,2.0,1100.0,2.0,38.49
Sarjapur  Road,3.0,1220.0,3.0,58.0
Chikkalasandra,2.0,1075.0,2.0,46.76
other,2.0,800.0,2.0,55.0
Vasanthapura,2.0,995.0,2.0,34.82
other,2.0,900.0,1.0,44.0
Haralur Road,2.0,1140.0,2.0,42.0
other,3.0,1480.0,2.0,125.0
Padmanabhanagar,3.0,1710.0,2.0,90.63
Talaghattapura,3.0,2106.0,3.0,148.0
other,3.0,3800.0,2.0,130.0
other,3.0,800.0,3.0,120.0
Marathahalli,2.0,1602.0,2.0,104.0
Sarjapur  Road,3.0,1660.0,2.0,116.0
Electronic City Phase II,3.0,1549.0,3.0,80.0
Marathahalli,1.0,700.0,1.0,38.0
Balagere,2.0,1012.0,2.0,64.0
Marathahalli,3.0,1469.0,3.0,89.0
Whitefield,2.0,1216.0,2.0,69.0
Electronic City Phase II,2.0,1065.0,2.0,56.13
Thanisandra,3.0,1411.0,3.0,93.15
Pai Layout,2.0,1400.0,2.0,57.5
Hoskote,3.0,1250.0,3.0,29.0
Haralur Road,2.0,1245.0,2.0,62.0
Choodasandra,2.0,1115.0,2.0,50.0
Vidyaranyapura,2.0,1000.0,2.0,35.0
Panathur,3.0,1580.0,3.0,71.89
Subramanyapura,3.0,1800.0,3.0,90.0
other,2.0,1500.0,2.0,130.0
Chandapura,1.0,645.0,1.0,16.45
Kothannur,3.0,1275.0,3.0,44.0
Kasavanhalli,3.0,1494.0,3.0,82.0
Bhoganhalli,3.0,1949.0,3.0,129.0
BTM Layout,2.0,1020.0,2.0,46.5
Mysore Road,2.0,883.0,2.0,45.0
Old Airport Road,4.0,3200.0,4.0,280.0
other,3.0,2010.0,3.0,125.0
Yeshwanthpur,2.0,1240.0,2.0,80.0
6th Phase JP Nagar,2.0,1213.0,2.0,63.0
Hegde Nagar,3.0,1835.0,3.0,88.0
Bannerghatta Road,4.0,2932.0,5.0,195.0
Whitefield,4.0,3425.0,5.0,250.0
Gottigere,2.0,945.0,2.0,45.0
other,3.0,1504.0,2.0,100.0
Lakshminarayana Pura,3.0,1569.0,3.0,150.0
Harlur,3.0,1755.0,3.0,130.0
Vijayanagar,3.0,1760.0,3.0,140.0
Hoodi,2.0,1240.0,2.0,43.94
Electronics City Phase 1,3.0,1450.0,3.0,72.54
5th Phase JP Nagar,2.0,1000.0,2.0,48.0
Shivaji Nagar,1.0,3820.0,1.0,306.0
Choodasandra,2.0,1215.0,2.0,59.0
Yelachenahalli,3.0,1330.0,3.0,73.5
Raja Rajeshwari Nagar,2.0,1178.0,2.0,75.0
Hulimavu,4.0,1500.0,4.0,192.0
other,2.0,2040.0,2.0,59.0
Bellandur,3.0,2000.0,3.0,85.0
other,3.0,1602.0,2.0,165.0
other,4.0,1200.0,4.0,130.0
Parappana Agrahara,2.0,1194.0,2.0,46.0
other,3.0,1800.0,3.0,220.0
Dasarahalli,3.0,2400.0,2.0,152.0
Sarjapur  Road,3.0,1700.0,3.0,108.0
Jigani,3.0,1200.0,3.0,65.0
other,3.0,1500.0,3.0,72.0
Karuna Nagar,3.0,1240.0,3.0,165.0
Whitefield,3.0,3000.0,3.0,400.0
Kanakpura Road,3.0,1737.0,3.0,85.0
TC Palaya,2.0,900.0,2.0,55.0
other,3.0,1280.0,2.0,48.0
CV Raman Nagar,2.0,1560.0,2.0,85.0
Kambipura,2.0,883.0,2.0,44.0
Kengeri Satellite Town,2.0,750.0,2.0,33.0
Brookefield,4.0,2400.0,3.0,140.0
other,2.0,900.0,2.0,45.0
Hormavu,2.0,1030.0,2.0,49.35
7th Phase JP Nagar,3.0,1850.0,3.0,155.0
Hennur Road,3.0,1831.0,3.0,110.0
other,2.0,1095.0,2.0,38.33
Electronic City Phase II,3.0,1320.0,2.0,38.13
Sarjapur  Road,3.0,1272.0,2.0,40.72
7th Phase JP Nagar,2.0,1000.0,2.0,61.0
Budigere,3.0,1820.0,3.0,85.4
Bisuvanahalli,3.0,1075.0,2.0,41.0
TC Palaya,3.0,1500.0,3.0,83.0
Electronics City Phase 1,1.0,360.0,1.0,16.9
Kadugodi,1.0,925.0,1.0,40.7
Electronic City,2.0,1140.0,2.0,70.93
other,2.0,1145.0,2.0,58.4
other,3.0,1862.0,3.0,120.0
 Devarachikkanahalli,2.0,947.0,2.0,43.0
other,4.0,1559.6234104263974,4.0,211.0
other,3.0,700.0,3.0,195.0
Kalena Agrahara,2.0,1120.0,2.0,40.0
other,3.0,2700.0,3.0,200.0
Kaggadasapura,3.0,1805.0,2.0,75.0
Basavangudi,2.0,1100.0,2.0,93.0
Bommenahalli,4.0,1355.0,3.0,135.0
other,3.0,1677.0,3.0,98.0
Uttarahalli,3.0,1560.0,3.0,74.0
Arekere,3.0,2060.0,3.0,150.0
Koramangala,3.0,1716.0,2.0,115.0
Harlur,3.0,1864.0,3.0,140.0
Electronics City Phase 1,1.0,638.0,1.0,32.0
Chandapura,2.0,937.0,2.0,30.0
other,3.0,1490.0,2.0,115.0
Frazer Town,4.0,4856.0,5.0,410.0
Whitefield,4.0,4003.0,6.0,525.0
Whitefield,2.0,1100.0,2.0,37.0
Thigalarapalya,2.0,1000.0,2.0,48.53
Horamavu Agara,2.0,1060.0,2.0,37.0
Kundalahalli,2.0,1047.0,2.0,91.0
Basaveshwara Nagar,2.0,1200.0,2.0,80.0
Akshaya Nagar,3.0,1420.0,2.0,75.0
Sarjapur  Road,3.0,1539.0,3.0,85.0
other,3.0,1550.0,3.0,59.0
Kasavanhalli,3.0,1555.0,3.0,82.0
Seegehalli,3.0,1553.0,3.0,68.0
Electronic City Phase II,2.0,920.0,2.0,26.0
other,3.0,1740.0,3.0,120.0
OMBR Layout,3.0,1855.0,3.0,145.0
Kundalahalli,3.0,1724.0,3.0,146.0
other,2.0,1020.0,2.0,60.0
Uttarahalli,3.0,1250.0,2.0,50.0
Sanjay nagar,3.0,1450.0,3.0,75.0
Thubarahalli,2.0,1200.0,2.0,80.0
Haralur Road,2.0,1140.0,2.0,58.0
other,1.0,550.0,1.0,16.0
Bannerghatta Road,3.0,1450.0,3.0,44.0
Jigani,2.803743235117258,1500.0,2.6926096474673513,25.49
Kanakpura Road,2.0,700.0,2.0,35.07
Whitefield,3.0,1200.0,3.0,56.0
Yelahanka,2.0,1050.0,2.0,45.0
Somasundara Palya,3.0,1600.0,3.0,69.0
Bannerghatta Road,3.0,1625.0,2.0,75.0
other,2.0,1492.0,2.0,65.0
Whitefield,4.0,2856.0,5.0,157.5
Sarjapur  Road,3.0,1489.0,2.0,82.0
Kanakapura,3.0,1560.0,2.0,62.38
Haralur Road,2.0,1140.0,2.0,42.0
other,3.0,1431.0,3.0,65.0
Lingadheeranahalli,3.0,1682.0,3.0,114.0
Panathur,2.0,1198.0,2.0,86.26
other,3.0,3664.0,3.0,325.0
Sarjapur  Road,3.0,1550.0,2.0,69.75
Kodichikkanahalli,2.0,1026.0,2.0,45.0
Hennur,3.0,1260.0,2.0,52.0
other,2.0,690.0,2.0,42.0
Sarjapur  Road,1.0,539.0,1.0,45.0
Sarakki Nagar,4.0,1200.0,4.0,85.0
Attibele,3.0,2400.0,3.0,120.0
Thubarahalli,2.0,1200.0,2.0,79.55
Kundalahalli,4.0,2500.0,5.0,350.0
Sarjapur  Road,3.0,1186.0,2.0,40.0
Thanisandra,2.0,1039.0,2.0,39.5
other,4.0,1500.0,5.0,233.0
Malleshwaram,3.0,2520.0,3.0,150.0
Brookefield,2.0,1225.0,2.0,66.5
Bommanahalli,2.0,1350.0,2.0,72.0
other,2.0,1030.0,2.0,300.0
Whitefield,3.0,1550.0,2.0,49.6
Hoodi,3.0,1490.0,3.0,79.0
other,3.0,1520.0,3.0,111.0
Whitefield,4.0,4100.0,4.0,550.0
other,3.0,1391.0,2.0,64.5
Rachenahalli,2.0,1200.0,2.0,50.0
other,4.0,1200.0,4.0,86.0
Yelahanka,2.0,1322.0,2.0,80.0
Whitefield,3.0,2173.0,3.0,128.0
Sarjapur  Road,2.0,1200.0,2.0,75.0
Thubarahalli,2.0,1200.0,2.0,47.0
Mysore Road,2.0,1170.0,2.0,65.0
NRI Layout,2.0,1125.0,2.0,45.56
Devanahalli,1.0,698.0,1.0,28.57
other,2.0,1250.0,2.0,90.0
Chandapura,2.0,1025.0,2.0,27.68
Yelahanka,3.0,1075.0,2.0,36.0
other,3.0,1900.0,2.0,190.0
Whitefield,3.0,1435.0,3.0,45.0
Electronics City Phase 1,2.0,1175.0,2.0,64.98
other,3.0,1464.0,3.0,56.0
other,2.0,900.0,2.0,33.0
Electronics City Phase 1,1.0,585.0,1.0,21.0
Jigani,4.0,3170.0,5.0,230.0
other,3.0,1602.0,2.0,170.0
Thanisandra,2.0,1220.0,2.0,42.0
Rajaji Nagar,3.0,2500.0,3.0,350.0
Sarjapur  Road,3.0,2145.0,3.0,180.0
Bannerghatta Road,2.0,960.0,2.0,58.0
NGR Layout,1.0,907.0,1.0,38.0
Old Madras Road,2.0,1210.0,2.0,74.0
Kammanahalli,4.0,900.0,4.0,150.0
other,2.0,1230.0,2.0,70.0
5th Phase JP Nagar,3.0,1350.0,2.0,75.0
Kenchenahalli,2.0,1150.0,2.0,58.0
Sarjapur,3.0,1404.0,2.0,53.35
OMBR Layout,2.0,1050.0,2.0,48.0
Yelahanka,2.0,1285.0,2.0,56.0
Hormavu,2.0,1018.0,2.0,50.8
Hoskote,3.0,1200.0,3.0,57.0
Sarjapur  Road,2.0,1115.0,2.0,50.0
other,3.0,1600.0,3.0,95.0
9th Phase JP Nagar,2.0,1480.0,2.0,80.0
Kaval Byrasandra,1.0,480.0,1.0,25.0
Akshaya Nagar,3.0,1435.0,3.0,53.0
other,1.0,450.0,1.0,60.0
other,1.0,600.0,2.0,23.0
CV Raman Nagar,3.0,1590.0,2.0,85.0
Hoskote,2.803743235117258,1730.0,2.6926096474673513,28.545
Nagavara,2.0,936.0,2.0,40.2
Banashankari,2.0,1181.0,2.0,75.0
Kengeri,3.0,1741.0,3.0,80.0
JP Nagar,3.0,1750.0,3.0,123.0
Varthur Road,2.0,1050.0,2.0,42.7
Tumkur Road,2.0,1027.0,2.0,60.0
other,2.0,596.0,2.0,22.0
other,4.0,3463.0,6.0,310.0
Sector 2 HSR Layout,3.0,1600.0,3.0,70.0
Hebbal,4.0,2790.0,5.0,198.0
Sahakara Nagar,2.0,1000.0,2.0,60.0
Varthur,2.0,1120.0,2.0,44.24
other,2.0,1200.0,2.0,85.0
other,2.0,1200.0,2.0,35.0
Kasturi Nagar,3.0,1570.0,3.0,110.0
Koramangala,3.0,1500.0,3.0,135.0
Frazer Town,2.0,1315.0,2.0,140.0
Electronic City Phase II,2.0,1140.0,2.0,33.84
Banashankari,2.0,1105.0,2.0,90.0
Electronic City,2.0,1200.0,2.0,34.65
Whitefield,1.0,905.0,1.0,62.0
HSR Layout,4.0,2400.0,4.0,350.0
Kudlu Gate,2.0,1185.0,2.0,50.0
Koramangala,2.0,1083.0,2.0,100.0
Rayasandra,3.0,1458.0,3.0,60.0
Hormavu,3.0,1555.0,3.0,75.0
other,2.0,1200.0,2.0,45.0
Sarjapur  Road,2.0,1308.0,2.0,58.86
Kudlu,2.0,1024.0,2.0,44.0
Parappana Agrahara,2.0,1194.0,2.0,47.0
Kanakapura,3.0,1450.0,3.0,75.0
Seegehalli,3.0,1639.0,3.0,120.0
Whitefield,3.0,1870.0,3.0,138.0
Hennur Road,2.0,1232.0,2.0,87.0
Kasavanhalli,3.0,1719.0,3.0,184.0
Chandapura,2.0,975.0,2.0,24.86
other,3.0,2000.0,4.0,130.0
Jakkur,2.0,1230.0,2.0,79.0
other,4.0,1350.0,4.0,140.0
KR Puram,2.0,1076.0,2.0,67.0
other,3.0,995.0,2.0,34.82
Kodigehaali,3.0,2120.0,3.0,177.0
Electronic City,2.0,1096.0,2.0,40.55
Horamavu Agara,2.0,1107.83,2.0,41.51
Chamrajpet,1.0,505.0,1.0,85.0
Sarjapur  Road,2.0,1320.0,2.0,115.0
8th Phase JP Nagar,3.0,1431.0,3.0,72.02
Whitefield,2.0,1320.0,2.0,99.26
Whitefield,3.0,2901.0,4.0,190.0
GM Palaya,3.0,1315.0,2.0,65.0
other,2.0,1000.0,2.0,44.0
Hosakerehalli,3.0,1596.0,3.0,79.8
Bannerghatta Road,3.0,1750.0,3.0,130.0
Whitefield,4.0,2403.0,4.0,270.0
Old Madras Road,3.0,1350.0,3.0,47.25
Old Madras Road,4.0,4062.0,2.6926096474673513,341.0
other,2.0,1175.0,2.0,79.0
Talaghattapura,2.0,921.0,2.0,29.47
Malleshwaram,4.0,4000.0,4.0,1100.0
Sultan Palaya,3.0,1713.0,3.0,125.0
other,2.0,1200.0,2.0,43.0
8th Phase JP Nagar,3.0,1900.0,4.0,90.0
Kudlu Gate,3.0,1664.0,3.0,68.0
Binny Pete,3.0,1795.0,3.0,139.0
Kereguddadahalli,1.0,600.0,1.0,19.5
Hoodi,2.0,1240.0,2.0,65.0
Hegde Nagar,3.0,1965.0,4.0,132.0
Vishveshwarya Layout,3.0,600.0,4.0,99.0
Sarjapur,4.0,4111.0,4.0,370.0
Electronics City Phase 1,2.0,1200.0,2.0,59.76
other,2.0,1112.0,2.0,68.0
Raja Rajeshwari Nagar,3.0,3000.0,3.0,60.0
Mahadevpura,2.0,1136.0,2.0,64.5
Jigani,2.0,914.0,2.0,55.0
Poorna Pragna Layout,3.0,1270.0,2.0,50.79
Rachenahalli,2.0,1050.0,2.0,47.25
Marathahalli,3.0,1385.0,2.0,68.5
other,2.0,990.0,2.0,35.0
Yelahanka,2.0,845.0,2.0,43.0
Whitefield,2.0,1485.0,2.0,96.51
Kanakapura,3.0,1460.0,2.0,43.79
Thanisandra,2.0,1450.0,2.0,57.0
HSR Layout,3.0,1360.0,2.0,53.0
Singasandra,2.0,1375.0,2.0,58.0
Uttarahalli,2.0,1125.0,2.0,48.0
Banashankari,1.0,720.0,1.0,60.0
7th Phase JP Nagar,3.0,1460.0,2.0,100.0
other,2.0,1107.0,2.0,40.0
other,2.0,1158.0,2.0,75.0
Yelachenahalli,2.0,800.0,1.0,30.0
Bhoganhalli,3.0,1760.0,3.0,128.0
other,4.0,3200.0,4.0,200.0
HAL 2nd Stage,2.0,600.0,3.0,145.0
